GRAPH_ID,OUTLET_ID,RAIN_START,RAIN_END,HYDRO_START,PEAK_TIME,HYDRO_END,SAMPLE_START,SAMPLE_END,EVENT_TYPE,EVENT_GRADE,COMPOUND_EVENT,PEAK_COUNT,SOURCE_RAIN_EVENT_IDS,SOURCE_RAIN_EVENT_COUNT,BASIN_ID,SOURCE_HYDRO_END,TIME_CONTRACT_STATUS,TIME_CONTRACT_ACTION,TIME_CONTRACT_REASON,EVENT_ID,SOURCE_EVENT_IDS,SOURCE_EVENT_COUNT,EVENT_MERGE_STATUS,SPLIT,SPLIT_REASON,EVENT_YEAR
B032,614E1550,2025-03-02 16:00:00,2025-03-03 22:00:00,2025-03-03 02:00:00,2025-03-03 09:00:00,,2025-02-28 16:00:00,2025-03-05 22:00:00,HYDRO_FLOOD,B,False,1,B032_R00150,1,B032,,UNCHANGED,NONE,,B032_F0035,B032_F0035,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B033,61510100,2025-03-04 07:00:00,2025-03-04 12:00:00,2025-03-04 08:00:00,2025-03-04 09:00:00,2025-03-05 18:00:00,2025-03-02 07:00:00,2025-03-06 12:00:00,HYDRO_FLOOD,A,False,1,B033_R00222,1,B033,2025-03-05 18:00:00,UNCHANGED,NONE,,B033_F0030,B033_F0030,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B004,61110900,2025-03-03 22:00:00,2025-03-06 14:00:00,2025-03-05 10:00:00,2025-03-05 14:00:00,,2025-03-01 22:00:00,2025-03-08 14:00:00,HYDRO_FLOOD,B,False,1,B004_R00157,1,B004,,UNCHANGED,NONE,,B004_F0017,B004_F0017,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B030,613H9508,2025-03-04 19:00:00,2025-03-06 08:00:00,2025-03-05 10:00:00,2025-03-05 18:00:00,2025-03-06 07:00:00,2025-03-02 19:00:00,2025-03-08 08:00:00,HYDRO_FLOOD,A,False,1,B030_R00182,1,B030,2025-03-06 07:00:00,UNCHANGED,NONE,,B030_F0006,B030_F0006,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B001,61105000,2025-03-05 04:00:00,2025-03-07 08:00:00,2025-03-05 23:00:00,2025-03-07 23:00:00,,2025-03-03 04:00:00,2025-03-09 08:00:00,HYDRO_FLOOD,B,False,1,B001_R00264,1,B001,,UNCHANGED,NONE,,B001_F0013,B001_F0013,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B016,611G3160,2025-03-13 15:00:00,2025-03-14 00:00:00,2025-03-14 01:00:00,2025-03-14 02:00:00,2025-03-14 14:00:00,2025-03-11 15:00:00,2025-03-16 00:00:00,HYDRO_FLOOD,A,False,1,B016_R00171,1,B016,2025-03-14 14:00:00,UNCHANGED,NONE,,B016_F0017,B016_F0017,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B031,61402050,2025-03-13 05:00:00,2025-03-17 10:00:00,2025-03-14 05:00:00,2025-03-14 13:00:00,2025-03-16 04:00:00,2025-03-11 05:00:00,2025-03-19 10:00:00,HYDRO_FLOOD,A,False,1,B031_R00199,1,B031,2025-03-16 04:00:00,UNCHANGED,NONE,,B031_F0032,B031_F0032,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B032,614E1550,2025-03-13 17:00:00,2025-03-15 10:00:00,2025-03-14 08:00:00,2025-03-14 14:00:00,,2025-03-11 17:00:00,2025-03-17 10:00:00,HYDRO_FLOOD,B,False,1,B032_R00151,1,B032,,UNCHANGED,NONE,,B032_F0036,B032_F0036,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B003,61109600,2025-03-13 20:00:00,2025-03-15 21:00:00,2025-03-13 21:00:00,2025-03-14 19:00:00,,2025-03-11 20:00:00,2025-03-17 21:00:00,HYDRO_FLOOD,B,False,1,B003_R00160,1,B003,,UNCHANGED,NONE,,B003_F0031,B003_F0031,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B022,612E2800,2025-04-10 06:00:00,2025-04-10 08:00:00,2025-04-10 10:00:00,2025-04-10 13:00:00,2025-04-10 17:00:00,2025-04-08 06:00:00,2025-04-12 08:00:00,HYDRO_FLOOD,A,False,1,B022_R00172,1,B022,2025-04-10 17:00:00,UNCHANGED,NONE,,B022_F0028,B022_F0028,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B031,61402050,2025-04-11 20:00:00,2025-04-12 14:00:00,2025-04-12 02:00:00,2025-04-12 03:00:00,,2025-04-09 20:00:00,2025-04-14 14:00:00,HYDRO_FLOOD,B,False,1,B031_R00202,1,B031,,UNCHANGED,NONE,,B031_F0033,B031_F0033,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B025,613E2580,2025-04-11 21:00:00,2025-04-12 15:00:00,2025-04-12 04:00:00,2025-04-12 06:00:00,,2025-04-09 21:00:00,2025-04-14 15:00:00,HYDRO_FLOOD,B,False,1,B025_R00094,1,B025,,UNCHANGED,NONE,,B025_F0026,B025_F0026,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B022,612E2800,2025-04-11 20:00:00,2025-04-12 08:00:00,2025-04-12 02:00:00,2025-04-12 07:00:00,2025-04-13 18:00:00,2025-04-09 20:00:00,2025-04-14 08:00:00,HYDRO_FLOOD,A,False,1,B022_R00173,1,B022,2025-04-13 18:00:00,UNCHANGED,NONE,,B022_F0029,B022_F0029,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B007,611E0470,2025-04-12 03:00:00,2025-04-12 15:00:00,2025-04-12 04:00:00,2025-04-12 10:00:00,,2025-04-10 03:00:00,2025-04-14 15:00:00,HYDRO_FLOOD,B,False,1,B007_R00209,1,B007,,UNCHANGED,NONE,,B007_F0033,B007_F0033,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B016,611G3160,2025-04-12 06:00:00,2025-04-12 17:00:00,2025-04-12 10:00:00,2025-04-12 13:00:00,2025-04-12 22:00:00,2025-04-10 06:00:00,2025-04-14 17:00:00,HYDRO_FLOOD,A,False,1,B016_R00176,1,B016,2025-04-12 22:00:00,UNCHANGED,NONE,,B016_F0018,B016_F0018,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B019,612E1060,2025-04-11 23:00:00,2025-04-12 12:00:00,2025-04-12 02:00:00,2025-04-13 06:00:00,,2025-04-09 23:00:00,2025-04-14 12:00:00,HYDRO_FLOOD,B,False,1,B019_R00197,1,B019,,UNCHANGED,NONE,,B019_F0030,B019_F0030,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B025,613E2580,2025-04-18 18:00:00,2025-04-19 14:00:00,2025-04-18 19:00:00,2025-04-19 01:00:00,,2025-04-16 18:00:00,2025-04-21 14:00:00,HYDRO_FLOOD,B,False,1,B025_R00095,1,B025,,UNCHANGED,NONE,,B025_F0027,B025_F0027,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B005,61113300,2025-04-19 02:00:00,2025-04-19 12:00:00,2025-04-19 04:00:00,2025-04-19 10:00:00,2025-04-20 17:00:00,2025-04-17 02:00:00,2025-04-21 12:00:00,HYDRO_FLOOD,A,False,1,B005_R00151,1,B005,2025-04-20 17:00:00,UNCHANGED,NONE,,B005_F0024,B005_F0024,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B021,612E2390,2025-04-19 05:00:00,2025-04-19 12:00:00,2025-04-19 10:00:00,2025-04-19 12:00:00,2025-04-20 04:00:00,2025-04-17 05:00:00,2025-04-21 12:00:00,HYDRO_FLOOD,A,False,1,B021_R00199,1,B021,2025-04-20 04:00:00,UNCHANGED,NONE,,B021_F0011,B021_F0011,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B019,612E1060,2025-04-19 02:00:00,2025-04-20 12:00:00,2025-04-19 04:00:00,2025-04-19 15:00:00,2025-04-21 07:00:00,2025-04-17 02:00:00,2025-04-22 12:00:00,HYDRO_FLOOD,A,False,1,B019_R00198,1,B019,2025-04-21 07:00:00,UNCHANGED,NONE,,B019_F0031,B019_F0031,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B003,61109600,2025-04-19 12:00:00,2025-04-19 18:00:00,2025-04-19 14:00:00,2025-04-20 05:00:00,,2025-04-17 12:00:00,2025-04-21 18:00:00,HYDRO_FLOOD,B,False,1,B003_R00166,1,B003,,UNCHANGED,NONE,,B003_F0032,B003_F0032,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B008,611E1460,2025-04-19 13:00:00,2025-04-19 16:00:00,2025-04-19 16:00:00,2025-04-20 08:00:00,,2025-04-17 13:00:00,2025-04-21 16:00:00,HYDRO_FLOOD,B,False,1,B008_R00224,1,B008,,UNCHANGED,NONE,,B008_F0027,B008_F0027,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B002,61106450,2025-04-20 15:00:00,2025-04-20 19:00:00,2025-04-20 20:00:00,2025-04-20 22:00:00,2025-04-21 07:00:00,2025-04-18 15:00:00,2025-04-22 19:00:00,HYDRO_FLOOD,A,False,1,B002_R00177,1,B002,2025-04-21 07:00:00,UNCHANGED,NONE,,B002_F0011,B002_F0011,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B034,61711890,2025-04-21 06:00:00,2025-04-21 11:00:00,2025-04-21 08:00:00,2025-04-21 13:00:00,2025-04-22 13:00:00,2025-04-19 06:00:00,2025-04-23 11:00:00,HYDRO_FLOOD,A,False,1,B034_R00060,1,B034,2025-04-22 13:00:00,UNCHANGED,NONE,,B034_F0021,B034_F0021,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B025,613E2580,2025-04-21 20:00:00,2025-04-22 19:00:00,2025-04-21 23:00:00,2025-04-22 02:00:00,2025-04-22 15:00:00,2025-04-19 20:00:00,2025-04-24 19:00:00,HYDRO_FLOOD,A,False,1,B025_R00096,1,B025,2025-04-22 15:00:00,UNCHANGED,NONE,,B025_F0028,B025_F0028,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B006,61116100,2025-04-21 16:00:00,2025-04-22 14:00:00,2025-04-21 17:00:00,2025-04-22 04:00:00,2025-04-22 19:00:00,2025-04-19 16:00:00,2025-04-24 14:00:00,HYDRO_FLOOD,A,False,1,B006_R00137,1,B006,2025-04-22 19:00:00,UNCHANGED,NONE,,B006_F0031,B006_F0031,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B020,612E1940,2025-04-21 07:00:00,2025-04-22 08:00:00,2025-04-22 00:00:00,2025-04-22 04:00:00,2025-04-23 03:00:00,2025-04-19 07:00:00,2025-04-24 08:00:00,HYDRO_FLOOD,A,False,1,B020_R00070,1,B020,2025-04-23 03:00:00,UNCHANGED,NONE,,B020_F0021,B020_F0021,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B021,612E2390,2025-04-21 20:00:00,2025-04-22 23:00:00,2025-04-22 01:00:00,2025-04-22 04:00:00,2025-04-23 05:00:00,2025-04-19 20:00:00,2025-04-24 23:00:00,HYDRO_FLOOD,A,False,1,B021_R00201,1,B021,2025-04-23 05:00:00,UNCHANGED,NONE,,B021_F0012,B021_F0012,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B014,611E2920,2025-04-21 15:00:00,2025-04-22 13:00:00,2025-04-21 21:00:00,2025-04-22 05:00:00,2025-04-22 14:00:00,2025-04-19 15:00:00,2025-04-24 13:00:00,HYDRO_FLOOD,A,False,1,B014_R00135,1,B014,2025-04-22 14:00:00,UNCHANGED,NONE,,B014_F0013,B014_F0013,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B022,612E2800,2025-04-19 05:00:00,2025-04-23 08:00:00,2025-04-19 09:00:00,2025-04-22 05:00:00,2025-04-24 00:00:00,2025-04-17 05:00:00,2025-04-25 08:00:00,HYDRO_FLOOD,A,False,1,B022_R00174,1,B022,2025-04-24 00:00:00,UNCHANGED,NONE,,B022_F0030,B022_F0030,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B005,61113300,2025-04-21 22:00:00,2025-04-22 09:00:00,2025-04-21 23:00:00,2025-04-22 07:00:00,2025-04-23 02:00:00,2025-04-19 22:00:00,2025-04-24 09:00:00,HYDRO_FLOOD,A,False,1,B005_R00152,1,B005,2025-04-23 02:00:00,UNCHANGED,NONE,,B005_F0025,B005_F0025,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B026,613E2680,2025-04-21 04:00:00,2025-04-22 19:00:00,2025-04-22 00:00:00,2025-04-22 07:00:00,2025-04-23 14:00:00,2025-04-19 04:00:00,2025-04-24 19:00:00,HYDRO_FLOOD,A,False,1,B026_R00196,1,B026,2025-04-23 14:00:00,UNCHANGED,NONE,,B026_F0006,B026_F0006,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B010,611E2360,2025-04-22 01:00:00,2025-04-22 21:00:00,2025-04-22 03:00:00,2025-04-22 08:00:00,2025-04-23 15:00:00,2025-04-20 01:00:00,2025-04-24 21:00:00,HYDRO_FLOOD,A,False,1,B010_R00109,1,B010,2025-04-23 15:00:00,UNCHANGED,NONE,,B010_F0029,B010_F0029,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B019,612E1060,2025-04-21 21:00:00,2025-04-22 15:00:00,2025-04-21 23:00:00,2025-04-22 09:00:00,,2025-04-19 21:00:00,2025-04-24 15:00:00,HYDRO_FLOOD,B,False,1,B019_R00199,1,B019,,UNCHANGED,NONE,,B019_F0032,B019_F0032,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B023,613E1450,2025-04-21 01:00:00,2025-04-28 08:00:00,2025-04-21 22:00:00,2025-04-23 02:00:00,,2025-04-19 01:00:00,2025-04-30 08:00:00,HYDRO_FLOOD,B,False,1,B023_R00134,1,B023,,UNCHANGED,NONE,,B023_F0011,B023_F0011,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B016,611G3160,2025-04-22 08:00:00,2025-04-23 08:00:00,2025-04-23 00:00:00,2025-04-23 06:00:00,2025-04-23 15:00:00,2025-04-20 08:00:00,2025-04-25 08:00:00,HYDRO_FLOOD,A,False,1,B016_R00178,1,B016,2025-04-23 15:00:00,UNCHANGED,NONE,,B016_F0019,B016_F0019,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B001,61105000,2025-04-23 17:00:00,2025-04-25 08:00:00,2025-04-23 20:00:00,2025-04-25 00:00:00,2025-04-25 16:00:00,2025-04-21 17:00:00,2025-04-27 08:00:00,HYDRO_FLOOD,A,False,1,B001_R00273,1,B001,2025-04-25 16:00:00,UNCHANGED,NONE,,B001_F0014,B001_F0014,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B015,611E2950,2025-04-26 23:00:00,2025-04-27 11:00:00,2025-04-27 11:00:00,2025-04-27 11:00:00,2025-04-27 20:00:00,2025-04-24 23:00:00,2025-04-29 11:00:00,HYDRO_FLOOD,A,False,1,B015_R00223,1,B015,2025-04-27 20:00:00,UNCHANGED,NONE,,B015_F0011,B015_F0011,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B007,611E0470,2025-04-27 04:00:00,2025-04-27 19:00:00,2025-04-27 06:00:00,2025-04-27 13:00:00,,2025-04-25 04:00:00,2025-04-29 19:00:00,HYDRO_FLOOD,B,False,1,B007_R00212,1,B007,,UNCHANGED,NONE,,B007_F0034,B007_F0034,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B006,61116100,2025-04-29 22:00:00,2025-05-01 08:00:00,2025-04-30 09:00:00,2025-04-30 15:00:00,2025-05-01 22:00:00,2025-04-27 22:00:00,2025-05-03 08:00:00,HYDRO_FLOOD,A,False,1,B006_R00139,1,B006,2025-05-01 22:00:00,UNCHANGED,NONE,,B006_F0032,B006_F0032,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B007,611E0470,2025-04-30 07:00:00,2025-04-30 19:00:00,2025-04-30 14:00:00,2025-04-30 17:00:00,2025-05-01 04:00:00,2025-04-28 07:00:00,2025-05-02 19:00:00,HYDRO_FLOOD,A,False,1,B007_R00214,1,B007,2025-05-01 04:00:00,UNCHANGED,NONE,,B007_F0035,B007_F0035,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B007,611E0470,2025-05-04 01:00:00,2025-05-04 16:00:00,2025-05-04 07:00:00,2025-05-04 11:00:00,,2025-05-02 01:00:00,2025-05-06 16:00:00,HYDRO_FLOOD,B,False,1,B007_R00216,1,B007,,UNCHANGED,NONE,,B007_F0036,B007_F0036,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B006,61116100,2025-05-04 12:00:00,2025-05-05 11:00:00,2025-05-05 02:00:00,2025-05-05 05:00:00,2025-05-06 11:00:00,2025-05-02 12:00:00,2025-05-07 11:00:00,HYDRO_FLOOD,A,False,1,B006_R00140,1,B006,2025-05-06 11:00:00,UNCHANGED,NONE,,B006_F0033,B006_F0033,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B010,611E2360,2025-05-05 01:00:00,2025-05-05 08:00:00,2025-05-05 06:00:00,2025-05-05 06:00:00,2025-05-06 08:00:00,2025-05-03 01:00:00,2025-05-07 08:00:00,HYDRO_FLOOD,A,False,1,B010_R00110,1,B010,2025-05-06 08:00:00,UNCHANGED,NONE,,B010_F0030,B010_F0030,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B003,61109600,2025-05-04 06:00:00,2025-05-04 23:00:00,2025-05-04 11:00:00,2025-05-06 10:00:00,,2025-05-02 06:00:00,2025-05-06 23:00:00,HYDRO_FLOOD,B,False,1,B003_R00171,1,B003,,UNCHANGED,NONE,,B003_F0033,B003_F0033,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B031,61402050,2025-05-07 19:00:00,2025-05-08 23:00:00,2025-05-08 02:00:00,2025-05-08 08:00:00,,2025-05-05 19:00:00,2025-05-10 23:00:00,HYDRO_FLOOD,B,False,1,B031_R00208,1,B031,,UNCHANGED,NONE,,B031_F0034,B031_F0034,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B032,614E1550,2025-05-07 19:00:00,2025-05-08 23:00:00,2025-05-08 03:00:00,2025-05-08 08:00:00,2025-05-09 06:00:00,2025-05-05 19:00:00,2025-05-10 23:00:00,HYDRO_FLOOD,A,False,1,B032_R00153,1,B032,2025-05-09 06:00:00,UNCHANGED,NONE,,B032_F0037,B032_F0037,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B025,613E2580,2025-05-07 23:00:00,2025-05-08 23:00:00,2025-05-08 06:00:00,2025-05-08 11:00:00,2025-05-09 09:00:00,2025-05-05 23:00:00,2025-05-10 23:00:00,HYDRO_FLOOD,A,False,1,B025_R00097,1,B025,2025-05-09 09:00:00,UNCHANGED,NONE,,B025_F0029,B025_F0029,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B002,61106450,2025-05-08 21:00:00,2025-05-09 13:00:00,2025-05-08 23:00:00,2025-05-09 05:00:00,2025-05-10 13:00:00,2025-05-06 21:00:00,2025-05-11 13:00:00,HYDRO_FLOOD,A,False,1,B002_R00182,1,B002,2025-05-10 13:00:00,UNCHANGED,NONE,,B002_F0012,B002_F0012,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B008,611E1460,2025-05-08 21:00:00,2025-05-09 08:00:00,2025-05-09 02:00:00,2025-05-09 06:00:00,2025-05-11 02:00:00,2025-05-06 21:00:00,2025-05-11 08:00:00,HYDRO_FLOOD,A,False,1,B008_R00230,1,B008,2025-05-11 02:00:00,UNCHANGED,NONE,,B008_F0028,B008_F0028,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B024,613E1540,2025-05-11 05:00:00,2025-05-11 11:00:00,2025-05-11 08:00:00,2025-05-11 11:00:00,2025-05-12 03:00:00,2025-05-09 05:00:00,2025-05-13 11:00:00,HYDRO_FLOOD,A,False,1,B024_R00175,1,B024,2025-05-12 03:00:00,UNCHANGED,NONE,,B024_F0027,B024_F0027,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B032,614E1550,2025-05-14 13:00:00,2025-05-16 12:00:00,2025-05-15 23:00:00,2025-05-16 00:00:00,2025-05-17 18:00:00,2025-05-12 13:00:00,2025-05-18 12:00:00,HYDRO_FLOOD,A,False,1,B032_R00154,1,B032,2025-05-17 18:00:00,UNCHANGED,NONE,,B032_F0038,B032_F0038,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B033,61510100,2025-05-15 18:00:00,2025-05-16 12:00:00,2025-05-16 01:00:00,2025-05-16 08:00:00,,2025-05-13 18:00:00,2025-05-18 12:00:00,HYDRO_FLOOD,B,False,1,B033_R00238,1,B033,,UNCHANGED,NONE,,B033_F0031,B033_F0031,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B016,611G3160,2025-05-17 01:00:00,2025-05-20 16:00:00,2025-05-18 21:00:00,2025-05-19 02:00:00,2025-05-19 14:00:00,2025-05-15 01:00:00,2025-05-22 16:00:00,HYDRO_FLOOD,A,False,1,B016_R00183,1,B016,2025-05-19 14:00:00,UNCHANGED,NONE,,B016_F0020,B016_F0020,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B013,611E2820,2025-05-20 17:00:00,2025-05-20 21:00:00,2025-05-20 18:00:00,2025-05-20 23:00:00,2025-05-21 11:00:00,2025-05-18 17:00:00,2025-05-22 21:00:00,HYDRO_FLOOD,A,False,1,B013_R00153,1,B013,2025-05-21 11:00:00,UNCHANGED,NONE,,B013_F0017,B013_F0017,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B018,611H2032,2025-05-20 17:00:00,2025-05-20 20:00:00,2025-05-20 18:00:00,2025-05-21 17:00:00,2025-05-22 05:00:00,2025-05-18 17:00:00,2025-05-22 20:00:00,HYDRO_FLOOD,A,False,1,B018_R00162,1,B018,2025-05-22 05:00:00,UNCHANGED,NONE,,B018_F0009,B018_F0009,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B008,611E1460,2025-05-18 00:00:00,2025-05-20 17:00:00,2025-05-18 18:00:00,2025-05-22 00:00:00,,2025-05-16 00:00:00,2025-05-22 17:00:00,HYDRO_FLOOD,B,False,1,B008_R00232,1,B008,,UNCHANGED,NONE,,B008_F0029,B008_F0029,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B031,61402050,2025-05-21 07:00:00,2025-05-23 08:00:00,2025-05-22 00:00:00,2025-05-22 08:00:00,2025-05-23 19:00:00,2025-05-19 07:00:00,2025-05-25 08:00:00,HYDRO_FLOOD,A,False,1,B031_R00211,1,B031,2025-05-23 19:00:00,UNCHANGED,NONE,,B031_F0035,B031_F0035,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B025,613E2580,2025-05-22 01:00:00,2025-05-23 00:00:00,2025-05-22 06:00:00,2025-05-22 13:00:00,2025-05-23 01:00:00,2025-05-20 01:00:00,2025-05-25 00:00:00,HYDRO_FLOOD,A,False,1,B025_R00099,1,B025,2025-05-23 01:00:00,UNCHANGED,NONE,,B025_F0030,B025_F0030,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B034,61711890,2025-05-22 07:00:00,2025-05-23 09:00:00,2025-05-22 14:00:00,2025-05-22 21:00:00,2025-05-23 16:00:00,2025-05-20 07:00:00,2025-05-25 09:00:00,HYDRO_FLOOD,A,False,1,B034_R00062,1,B034,2025-05-23 16:00:00,UNCHANGED,NONE,,B034_F0022,B034_F0022,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B026,613E2680,2025-05-22 02:00:00,2025-05-23 12:00:00,2025-05-22 20:00:00,2025-05-22 22:00:00,,2025-05-20 02:00:00,2025-05-25 12:00:00,HYDRO_FLOOD,B,False,1,B026_R00202,1,B026,,UNCHANGED,NONE,,B026_F0007,B026_F0007,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B006,61116100,2025-05-22 09:00:00,2025-05-23 08:00:00,2025-05-22 13:00:00,2025-05-23 02:00:00,2025-05-24 00:00:00,2025-05-20 09:00:00,2025-05-25 08:00:00,HYDRO_FLOOD,A,False,1,B006_R00143,1,B006,2025-05-24 00:00:00,UNCHANGED,NONE,,B006_F0034,B006_F0034,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B010,611E2360,2025-05-22 22:00:00,2025-05-23 08:00:00,2025-05-22 23:00:00,2025-05-23 06:00:00,2025-05-24 06:00:00,2025-05-20 22:00:00,2025-05-25 08:00:00,HYDRO_FLOOD,A,False,1,B010_R00112,1,B010,2025-05-24 06:00:00,UNCHANGED,NONE,,B010_F0031,B010_F0031,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
B001,61105000,2025-05-23 04:00:00,2025-05-23 15:00:00,2025-05-23 05:00:00,2025-05-23 12:00:00,2025-05-25 05:00:00,2025-05-21 04:00:00,2025-05-25 15:00:00,HYDRO_FLOOD,A,False,1,B001_R00284,1,B001,2025-05-25 05:00:00,UNCHANGED,NONE,,B001_F0015,B001_F0015,1,UNCHANGED,VALIDATION,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2025
