GRAPH_ID,OUTLET_ID,RAIN_START,RAIN_END,HYDRO_START,PEAK_TIME,HYDRO_END,SAMPLE_START,SAMPLE_END,EVENT_TYPE,EVENT_GRADE,COMPOUND_EVENT,PEAK_COUNT,SOURCE_RAIN_EVENT_IDS,SOURCE_RAIN_EVENT_COUNT,BASIN_ID,SOURCE_HYDRO_END,TIME_CONTRACT_STATUS,TIME_CONTRACT_ACTION,TIME_CONTRACT_REASON,EVENT_ID,SOURCE_EVENT_IDS,SOURCE_EVENT_COUNT,EVENT_MERGE_STATUS,SPLIT,SPLIT_REASON,EVENT_YEAR
B004,61110900,2022-04-12 21:00:00,2022-04-13 23:00:00,2022-04-13 07:00:00,2022-04-13 12:00:00,2022-04-15 10:00:00,2022-04-10 21:00:00,2022-04-15 23:00:00,HYDRO_FLOOD,A,False,1,B004_R00040,1,B004,2022-04-15 10:00:00,UNCHANGED,NONE,,B004_F0005,B004_F0005,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B008,611E1460,2022-04-13 05:00:00,2022-04-14 14:00:00,2022-04-13 15:00:00,2022-04-13 16:00:00,,2022-04-11 05:00:00,2022-04-16 14:00:00,HYDRO_FLOOD,B,False,1,B008_R00064,1,B008,,UNCHANGED,NONE,,B008_F0010,B008_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-04-14 07:00:00,2022-04-16 12:00:00,2022-04-14 12:00:00,2022-04-15 10:00:00,2022-04-17 10:00:00,2022-04-12 07:00:00,2022-04-18 12:00:00,HYDRO_FLOOD,A,False,1,B025_R00020,1,B025,2022-04-17 10:00:00,UNCHANGED,NONE,,B025_F0006,B025_F0006,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B031,61402050,2022-04-14 05:00:00,2022-04-16 15:00:00,2022-04-15 07:00:00,2022-04-15 12:00:00,,2022-04-12 05:00:00,2022-04-18 15:00:00,HYDRO_FLOOD,B,False,1,B031_R00063,1,B031,,UNCHANGED,NONE,,B031_F0013,B031_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B006,61116100,2022-04-22 07:00:00,2022-04-23 13:00:00,2022-04-22 15:00:00,2022-04-23 03:00:00,2022-04-24 02:00:00,2022-04-20 07:00:00,2022-04-25 13:00:00,HYDRO_FLOOD,A,False,1,B006_R00036,1,B006,2022-04-24 02:00:00,UNCHANGED,NONE,,B006_F0011,B006_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B034,61711890,2022-04-22 13:00:00,2022-04-23 08:00:00,2022-04-23 00:00:00,2022-04-23 03:00:00,2022-04-24 22:00:00,2022-04-20 13:00:00,2022-04-25 08:00:00,HYDRO_FLOOD,A,False,1,B034_R00015,1,B034,2022-04-24 22:00:00,UNCHANGED,NONE,,B034_F0006,B034_F0006,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B002,61106450,2022-04-22 01:00:00,2022-04-25 19:00:00,2022-04-22 22:00:00,2022-04-23 21:00:00,2022-04-24 06:00:00,2022-04-20 01:00:00,2022-04-27 19:00:00,HYDRO_FLOOD,A,False,1,B002_R00057,1,B002,2022-04-24 06:00:00,UNCHANGED,NONE,,B002_F0004,B002_F0004,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B032,614E1550,2022-04-24 17:00:00,2022-04-26 08:00:00,2022-04-25 01:00:00,2022-04-25 04:00:00,2022-04-26 13:00:00,2022-04-22 17:00:00,2022-04-28 08:00:00,HYDRO_FLOOD,A,False,1,B032_R00039,1,B032,2022-04-26 13:00:00,UNCHANGED,NONE,,B032_F0011,B032_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B005,61113300,2022-04-25 07:00:00,2022-04-26 22:00:00,2022-04-25 19:00:00,2022-04-26 02:00:00,2022-04-27 12:00:00,2022-04-23 07:00:00,2022-04-28 22:00:00,HYDRO_FLOOD,A,False,1,B005_R00047,1,B005,2022-04-27 12:00:00,UNCHANGED,NONE,,B005_F0007,B005_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B022,612E2800,2022-04-25 17:00:00,2022-04-26 08:00:00,2022-04-25 21:00:00,2022-04-26 03:00:00,2022-04-27 11:00:00,2022-04-23 17:00:00,2022-04-28 08:00:00,HYDRO_FLOOD,A,False,1,B022_R00040,1,B022,2022-04-27 11:00:00,UNCHANGED,NONE,,B022_F0009,B022_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B035,810G0060,2022-04-26 04:00:00,2022-04-26 20:00:00,2022-04-26 13:00:00,2022-04-26 15:00:00,2022-04-27 04:00:00,2022-04-24 04:00:00,2022-04-28 20:00:00,HYDRO_FLOOD,A,False,1,B035_R00054,1,B035,2022-04-27 04:00:00,UNCHANGED,NONE,,B035_F0001,B035_F0001,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-04-28 05:00:00,2022-04-28 21:00:00,2022-04-28 08:00:00,2022-04-28 14:00:00,2022-04-29 01:00:00,2022-04-26 05:00:00,2022-04-30 21:00:00,HYDRO_FLOOD,A,False,1,B025_R00022,1,B025,2022-04-29 01:00:00,UNCHANGED,NONE,,B025_F0007,B025_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B010,611E2360,2022-04-28 16:00:00,2022-04-28 23:00:00,2022-04-28 18:00:00,2022-04-29 00:00:00,,2022-04-26 16:00:00,2022-04-30 23:00:00,HYDRO_FLOOD,B,False,1,B010_R00030,1,B010,,UNCHANGED,NONE,,B010_F0010,B010_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B028,613G1535,2022-04-29 23:00:00,2022-04-30 20:00:00,2022-04-30 07:00:00,2022-04-30 12:00:00,2022-05-01 12:00:00,2022-04-27 23:00:00,2022-05-02 20:00:00,HYDRO_FLOOD,A,False,1,B028_R00062,1,B028,2022-05-01 12:00:00,UNCHANGED,NONE,,B028_F0005,B028_F0005,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B033,61510100,2022-05-01 04:00:00,2022-05-01 08:00:00,2022-05-01 08:00:00,2022-05-01 08:00:00,2022-05-02 05:00:00,2022-04-29 04:00:00,2022-05-03 08:00:00,HYDRO_FLOOD,A,False,1,B033_R00066,1,B033,2022-05-02 05:00:00,UNCHANGED,NONE,,B033_F0008,B033_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B003,61109600,2022-05-06 21:00:00,2022-05-08 22:00:00,2022-05-07 19:00:00,2022-05-08 03:00:00,2022-05-08 18:00:00,2022-05-04 21:00:00,2022-05-10 22:00:00,HYDRO_FLOOD,A,False,1,B003_R00052,1,B003,2022-05-08 18:00:00,UNCHANGED,NONE,,B003_F0013,B003_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B029,613H1300,2022-05-07 07:00:00,2022-05-08 08:00:00,2022-05-08 07:00:00,2022-05-08 11:00:00,2022-05-09 11:00:00,2022-05-05 07:00:00,2022-05-10 08:00:00,HYDRO_FLOOD,A,False,1,B029_R00033,1,B029,2022-05-09 11:00:00,UNCHANGED,NONE,,B029_F0002,B029_F0002,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B016,611G3160,2022-05-08 07:00:00,2022-05-09 09:00:00,2022-05-08 20:00:00,2022-05-08 22:00:00,2022-05-09 04:00:00,2022-05-06 07:00:00,2022-05-11 09:00:00,HYDRO_FLOOD,A,False,1,B016_R00060,1,B016,2022-05-09 04:00:00,UNCHANGED,NONE,,B016_F0007,B016_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B024,613E1540,2022-05-08 23:00:00,2022-05-10 18:00:00,2022-05-09 19:00:00,2022-05-10 02:00:00,2022-05-11 11:00:00,2022-05-06 23:00:00,2022-05-12 18:00:00,HYDRO_FLOOD,A,False,1,B024_R00052,1,B024,2022-05-11 11:00:00,UNCHANGED,NONE,,B024_F0008,B024_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B032,614E1550,2022-05-08 20:00:00,2022-05-10 09:00:00,2022-05-09 20:00:00,2022-05-10 02:00:00,2022-05-11 12:00:00,2022-05-06 20:00:00,2022-05-12 09:00:00,HYDRO_FLOOD,A,False,1,B032_R00042,1,B032,2022-05-11 12:00:00,UNCHANGED,NONE,,B032_F0012,B032_F0012,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-05-09 07:00:00,2022-05-10 08:00:00,2022-05-09 22:00:00,2022-05-10 04:00:00,2022-05-11 09:00:00,2022-05-07 07:00:00,2022-05-12 08:00:00,HYDRO_FLOOD,A,False,1,B025_R00024,1,B025,2022-05-11 09:00:00,UNCHANGED,NONE,,B025_F0008,B025_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B031,61402050,2022-05-08 04:00:00,2022-05-10 11:00:00,2022-05-09 20:00:00,2022-05-10 04:00:00,2022-05-12 02:00:00,2022-05-06 04:00:00,2022-05-12 11:00:00,HYDRO_FLOOD,A,False,1,B031_R00066,1,B031,2022-05-12 02:00:00,UNCHANGED,NONE,,B031_F0014,B031_F0014,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B028,613G1535,2022-05-09 07:00:00,2022-05-10 15:00:00,2022-05-09 22:00:00,2022-05-10 05:00:00,2022-05-10 18:00:00,2022-05-07 07:00:00,2022-05-12 15:00:00,HYDRO_FLOOD,A,False,1,B028_R00064,1,B028,2022-05-10 18:00:00,UNCHANGED,NONE,,B028_F0006,B028_F0006,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B020,612E1940,2022-05-09 16:00:00,2022-05-10 09:00:00,2022-05-10 03:00:00,2022-05-10 07:00:00,2022-05-10 22:00:00,2022-05-07 16:00:00,2022-05-12 09:00:00,HYDRO_FLOOD,A,False,1,B020_R00023,1,B020,2022-05-10 22:00:00,UNCHANGED,NONE,,B020_F0007,B020_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B024,613E1540,2022-05-13 23:00:00,2022-05-15 22:00:00,2022-05-14 15:00:00,2022-05-14 23:00:00,,2022-05-11 23:00:00,2022-05-17 22:00:00,HYDRO_FLOOD,B,False,1,B024_R00054,1,B024,,UNCHANGED,NONE,,B024_F0009,B024_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B008,611E1460,2022-05-22 02:00:00,2022-05-24 20:00:00,2022-05-23 15:00:00,2022-05-23 15:00:00,2022-05-24 06:00:00,2022-05-20 02:00:00,2022-05-26 20:00:00,HYDRO_FLOOD,A,False,1,B008_R00072,1,B008,2022-05-24 06:00:00,UNCHANGED,NONE,,B008_F0011,B008_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B002,61106450,2022-05-22 02:00:00,2022-05-24 20:00:00,2022-05-23 08:00:00,2022-05-23 19:00:00,2022-05-24 09:00:00,2022-05-20 02:00:00,2022-05-26 20:00:00,HYDRO_FLOOD,A,False,1,B002_R00061,1,B002,2022-05-24 09:00:00,UNCHANGED,NONE,,B002_F0005,B002_F0005,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B010,611E2360,2022-05-23 22:00:00,2022-05-26 16:00:00,2022-05-24 05:00:00,2022-05-26 07:00:00,2022-05-27 06:00:00,2022-05-21 22:00:00,2022-05-28 16:00:00,HYDRO_FLOOD,B,True,2,B010_R00034;B010_R00035,2,B010,,UNCHANGED,NONE,,B010_F0011,B010_F0011;B010_F0012,2,MERGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B021,612E2390,2022-05-25 18:00:00,2022-05-26 22:00:00,2022-05-26 09:00:00,2022-05-27 09:00:00,,2022-05-23 18:00:00,2022-05-28 22:00:00,HYDRO_FLOOD,B,False,1,B021_R00055,1,B021,,UNCHANGED,NONE,,B021_F0009,B021_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B024,613E1540,2022-05-25 18:00:00,2022-05-29 23:00:00,2022-05-27 04:00:00,2022-05-27 17:00:00,,2022-05-23 18:00:00,2022-05-31 23:00:00,HYDRO_FLOOD,B,False,1,B024_R00055,1,B024,,UNCHANGED,NONE,,B024_F0010,B024_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B020,612E1940,2022-05-25 13:00:00,2022-05-28 23:00:00,2022-05-26 05:00:00,2022-05-27 19:00:00,2022-05-28 11:00:00,2022-05-23 13:00:00,2022-05-30 23:00:00,HYDRO_FLOOD,B,True,2,B020_R00024;B020_R00025,2,B020,,UNCHANGED,NONE,,B020_F0008,B020_F0008;B020_F0009,2,MERGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-05-27 07:00:00,2022-05-28 15:00:00,2022-05-27 14:00:00,2022-05-27 23:00:00,,2022-05-25 07:00:00,2022-05-30 15:00:00,HYDRO_FLOOD,B,False,1,B025_R00026,1,B025,,UNCHANGED,NONE,,B025_F0009,B025_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B022,612E2800,2022-05-25 19:00:00,2022-05-26 17:00:00,2022-05-26 04:00:00,2022-05-28 03:00:00,,2022-05-23 19:00:00,2022-05-28 17:00:00,HYDRO_FLOOD,B,False,1,B022_R00046,1,B022,,UNCHANGED,NONE,,B022_F0010,B022_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B005,61113300,2022-05-29 23:00:00,2022-05-30 19:00:00,2022-05-30 03:00:00,2022-05-30 11:00:00,2022-05-31 13:00:00,2022-05-27 23:00:00,2022-06-01 19:00:00,HYDRO_FLOOD,A,False,1,B005_R00056,1,B005,2022-05-31 13:00:00,UNCHANGED,NONE,,B005_F0008,B005_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B007,611E0470,2022-05-30 05:00:00,2022-05-30 17:00:00,2022-05-30 11:00:00,2022-05-30 13:00:00,2022-05-31 10:00:00,2022-05-28 05:00:00,2022-06-01 17:00:00,HYDRO_FLOOD,A,False,1,B007_R00058,1,B007,2022-05-31 10:00:00,UNCHANGED,NONE,,B007_F0007,B007_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B024,613E1540,2022-06-01 10:00:00,2022-06-06 17:00:00,2022-06-01 19:00:00,2022-06-03 12:00:00,,2022-05-30 10:00:00,2022-06-08 17:00:00,HYDRO_FLOOD,B,False,1,B024_R00056,1,B024,,UNCHANGED,NONE,,B024_F0011,B024_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B010,611E2360,2022-06-03 19:00:00,2022-06-04 20:00:00,2022-06-03 20:00:00,2022-06-04 02:00:00,2022-06-05 07:00:00,2022-06-01 19:00:00,2022-06-06 20:00:00,HYDRO_FLOOD,A,False,1,B010_R00037,1,B010,2022-06-05 07:00:00,UNCHANGED,NONE,,B010_F0013,B010_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B029,613H1300,2022-06-03 12:00:00,2022-06-06 17:00:00,2022-06-03 22:00:00,2022-06-04 04:00:00,2022-06-05 23:00:00,2022-06-01 12:00:00,2022-06-08 17:00:00,HYDRO_FLOOD,A,False,1,B029_R00038,1,B029,2022-06-05 23:00:00,UNCHANGED,NONE,,B029_F0003,B029_F0003,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B020,612E1940,2022-06-05 00:00:00,2022-06-05 10:00:00,2022-06-05 04:00:00,2022-06-05 06:00:00,2022-06-05 19:00:00,2022-06-03 00:00:00,2022-06-07 10:00:00,HYDRO_FLOOD,A,False,1,B020_R00027,1,B020,2022-06-05 19:00:00,UNCHANGED,NONE,,B020_F0010,B020_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B003,61109600,2022-06-04 03:00:00,2022-06-07 00:00:00,2022-06-04 19:00:00,2022-06-06 04:00:00,2022-06-06 21:00:00,2022-06-02 03:00:00,2022-06-09 00:00:00,HYDRO_FLOOD,A,False,1,B003_R00057,1,B003,2022-06-06 21:00:00,UNCHANGED,NONE,,B003_F0014,B003_F0014,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B006,61116100,2022-06-12 07:00:00,2022-06-13 16:00:00,2022-06-12 17:00:00,2022-06-13 00:00:00,2022-06-13 21:00:00,2022-06-10 07:00:00,2022-06-15 16:00:00,HYDRO_FLOOD,A,False,1,B006_R00044,1,B006,2022-06-13 21:00:00,UNCHANGED,NONE,,B006_F0012,B006_F0012,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B003,61109600,2022-06-15 07:00:00,2022-06-17 15:00:00,2022-06-15 19:00:00,2022-06-17 05:00:00,2022-06-17 12:00:00,2022-06-13 07:00:00,2022-06-19 15:00:00,HYDRO_FLOOD,A,False,1,B003_R00059,1,B003,2022-06-17 12:00:00,UNCHANGED,NONE,,B003_F0015,B003_F0015,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-06-17 15:00:00,2022-06-19 21:00:00,2022-06-19 02:00:00,2022-06-19 06:00:00,2022-06-20 08:00:00,2022-06-15 15:00:00,2022-06-21 21:00:00,HYDRO_FLOOD,A,False,1,B025_R00028,1,B025,2022-06-20 08:00:00,UNCHANGED,NONE,,B025_F0010,B025_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B016,611G3160,2022-06-18 00:00:00,2022-06-19 14:00:00,2022-06-18 11:00:00,2022-06-19 07:00:00,2022-06-20 04:00:00,2022-06-16 00:00:00,2022-06-21 14:00:00,HYDRO_FLOOD,A,False,1,B016_R00070,1,B016,2022-06-20 04:00:00,UNCHANGED,NONE,,B016_F0008,B016_F0008,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B028,613G1535,2022-06-19 02:00:00,2022-06-19 22:00:00,2022-06-19 10:00:00,2022-06-19 16:00:00,2022-06-20 05:00:00,2022-06-17 02:00:00,2022-06-21 22:00:00,HYDRO_FLOOD,A,False,1,B028_R00072,1,B028,2022-06-20 05:00:00,UNCHANGED,NONE,,B028_F0007,B028_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B032,614E1550,2022-06-17 16:00:00,2022-06-21 00:00:00,2022-06-19 15:00:00,2022-06-19 16:00:00,2022-06-21 06:00:00,2022-06-15 16:00:00,2022-06-23 00:00:00,HYDRO_FLOOD,A,False,1,B032_R00050,1,B032,2022-06-21 06:00:00,UNCHANGED,NONE,,B032_F0013,B032_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B031,61402050,2022-06-17 16:00:00,2022-06-22 00:00:00,2022-06-19 13:00:00,2022-06-19 17:00:00,,2022-06-15 16:00:00,2022-06-24 00:00:00,HYDRO_FLOOD,B,False,1,B031_R00076,1,B031,,UNCHANGED,NONE,,B031_F0015,B031_F0015,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B030,613H9508,2022-06-19 00:00:00,2022-06-22 10:00:00,2022-06-19 04:00:00,2022-06-19 21:00:00,2022-06-21 12:00:00,2022-06-17 00:00:00,2022-06-24 10:00:00,HYDRO_FLOOD,A,False,1,B030_R00067,1,B030,2022-06-21 12:00:00,UNCHANGED,NONE,,B030_F0005,B030_F0005,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B010,611E2360,2022-06-19 20:00:00,2022-06-20 19:00:00,2022-06-20 03:00:00,2022-06-20 06:00:00,2022-06-21 13:00:00,2022-06-17 20:00:00,2022-06-22 19:00:00,HYDRO_FLOOD,A,False,1,B010_R00038,1,B010,2022-06-21 13:00:00,UNCHANGED,NONE,,B010_F0014,B010_F0014,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B003,61109600,2022-06-18 02:00:00,2022-06-19 08:00:00,2022-06-19 01:00:00,2022-06-21 08:00:00,2022-06-22 02:00:00,2022-06-16 02:00:00,2022-06-21 08:00:00,HYDRO_FLOOD,A,True,2,B003_R00060;B003_R00061,2,B003,2022-06-22 02:00:00,UNCHANGED,NONE,,B003_F0016,B003_F0016,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B032,614E1550,2022-06-23 07:00:00,2022-06-24 20:00:00,2022-06-24 08:00:00,2022-06-24 12:00:00,2022-06-25 13:00:00,2022-06-21 07:00:00,2022-06-26 20:00:00,HYDRO_FLOOD,A,False,1,B032_R00052,1,B032,2022-06-25 13:00:00,UNCHANGED,NONE,,B032_F0014,B032_F0014,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B034,61711890,2022-06-24 05:00:00,2022-06-24 19:00:00,2022-06-24 10:00:00,2022-06-24 13:00:00,,2022-06-22 05:00:00,2022-06-26 19:00:00,HYDRO_FLOOD,B,False,1,B034_R00019,1,B034,,UNCHANGED,NONE,,B034_F0007,B034_F0007,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B010,611E2360,2022-06-28 06:00:00,2022-06-28 19:00:00,2022-06-28 09:00:00,2022-06-28 13:00:00,2022-06-29 18:00:00,2022-06-26 06:00:00,2022-06-30 19:00:00,HYDRO_FLOOD,A,False,1,B010_R00039,1,B010,2022-06-29 18:00:00,UNCHANGED,NONE,,B010_F0015,B010_F0015,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B033,61510100,2022-06-29 06:00:00,2022-06-29 14:00:00,2022-06-29 08:00:00,2022-06-29 08:00:00,,2022-06-27 06:00:00,2022-07-01 14:00:00,HYDRO_FLOOD,B,False,1,B033_R00083,1,B033,,UNCHANGED,NONE,,B033_F0009,B033_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-07-02 07:00:00,2022-07-04 11:00:00,2022-07-02 22:00:00,2022-07-03 17:00:00,2022-07-05 06:00:00,2022-06-30 07:00:00,2022-07-06 11:00:00,HYDRO_FLOOD,A,False,1,B025_R00030,1,B025,2022-07-05 06:00:00,UNCHANGED,NONE,,B025_F0011,B025_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B005,61113300,2022-07-02 07:00:00,2022-07-05 08:00:00,2022-07-03 16:00:00,2022-07-04 10:00:00,,2022-06-30 07:00:00,2022-07-07 08:00:00,HYDRO_FLOOD,B,False,1,B005_R00063,1,B005,,UNCHANGED,NONE,,B005_F0009,B005_F0009,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B014,611E2920,2022-07-03 02:00:00,2022-07-05 17:00:00,2022-07-04 19:00:00,2022-07-04 20:00:00,2022-07-05 00:00:00,2022-07-01 02:00:00,2022-07-07 17:00:00,HYDRO_FLOOD,A,False,1,B014_R00046,1,B014,2022-07-05 00:00:00,UNCHANGED,NONE,,B014_F0003,B014_F0003,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B025,613E2580,2022-07-05 20:00:00,2022-07-06 10:00:00,2022-07-06 02:00:00,2022-07-06 03:00:00,2022-07-07 02:00:00,2022-07-03 20:00:00,2022-07-08 10:00:00,HYDRO_FLOOD,A,False,1,B025_R00031,1,B025,2022-07-07 02:00:00,UNCHANGED,NONE,,B025_F0012,B025_F0012,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B020,612E1940,2022-07-06 01:00:00,2022-07-06 08:00:00,2022-07-06 04:00:00,2022-07-06 08:00:00,2022-07-07 00:00:00,2022-07-04 01:00:00,2022-07-08 08:00:00,HYDRO_FLOOD,A,False,1,B020_R00029,1,B020,2022-07-07 00:00:00,UNCHANGED,NONE,,B020_F0011,B020_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B005,61113300,2022-07-05 23:00:00,2022-07-06 10:00:00,2022-07-06 06:00:00,2022-07-06 09:00:00,2022-07-06 14:00:00,2022-07-03 23:00:00,2022-07-08 10:00:00,HYDRO_FLOOD,A,False,1,B005_R00064,1,B005,2022-07-06 14:00:00,UNCHANGED,NONE,,B005_F0010,B005_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B033,61510100,2022-07-06 03:00:00,2022-07-06 08:00:00,2022-07-06 07:00:00,2022-07-06 09:00:00,2022-07-07 10:00:00,2022-07-04 03:00:00,2022-07-08 08:00:00,HYDRO_FLOOD,A,False,1,B033_R00085,1,B033,2022-07-07 10:00:00,UNCHANGED,NONE,,B033_F0010,B033_F0010,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B006,61116100,2022-07-06 02:00:00,2022-07-06 08:00:00,2022-07-06 07:00:00,2022-07-06 10:00:00,2022-07-06 17:00:00,2022-07-04 02:00:00,2022-07-08 08:00:00,HYDRO_FLOOD,A,False,1,B006_R00048,1,B006,2022-07-06 17:00:00,UNCHANGED,NONE,,B006_F0013,B006_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B022,612E2800,2022-07-07 03:00:00,2022-07-07 22:00:00,2022-07-07 08:00:00,2022-07-07 11:00:00,2022-07-08 03:00:00,2022-07-05 03:00:00,2022-07-09 22:00:00,HYDRO_FLOOD,A,False,1,B022_R00055,1,B022,2022-07-08 03:00:00,UNCHANGED,NONE,,B022_F0011,B022_F0011,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
B019,612E1060,2022-07-07 05:00:00,2022-07-07 23:00:00,2022-07-07 10:00:00,2022-07-07 14:00:00,2022-07-08 09:00:00,2022-07-05 05:00:00,2022-07-09 23:00:00,HYDRO_FLOOD,A,False,1,B019_R00067,1,B019,2022-07-08 09:00:00,UNCHANGED,NONE,,B019_F0013,B019_F0013,1,UNCHANGED,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT,2022
