GRAPH_ID,EDGE_ID,FROM_NODE_ID,TO_NODE_ID,FROM_NODE_INDEX,TO_NODE_INDEX,reach_length_m,from_elevation_m,to_elevation_m,reach_elevation_drop_m,reach_slope_raw_m_per_m,reach_slope_m_per_m,SLOPE_QC
Q_611E0360,Q_611E0360_E0004,Q_611E0360_N0006,Q_611E0360_N0007,5,6,7597.412832,452.2869873,305.9260254,146.3609619,0.01926457929,0.01926457929,ACCEPT
Q_611E0360,Q_611E0360_E0001,Q_611E0360_N0007,Q_611E0360_N0008,6,7,14488.17605,305.9260254,219.1855011,86.74052429,0.005986987182,0.005986987182,ACCEPT
Q_611E0380,Q_611E0380_E0001,Q_611E0380_N0001,Q_611E0380_N0003,0,2,6072.00088,418.0801086,297.6165771,120.4635315,0.01983918215,0.01983918215,ACCEPT
Q_611E0380,Q_611E0380_E0002,Q_611E0380_N0002,Q_611E0380_N0003,1,2,276.9473022,301.5950928,297.6165771,3.978515625,0.01436560527,0.01436560527,ACCEPT
Q_611E0380,Q_611E0380_E0003,Q_611E0380_N0003,Q_611E0380_N0005,2,4,3297.163156,297.6165771,279.530304,18.08627319,0.005485404373,0.005485404373,ACCEPT
Q_611E0380,Q_611E0380_E0004,Q_611E0380_N0004,Q_611E0380_N0005,3,4,4117.366246,383.6254883,279.530304,104.0951843,0.02528198322,0.02528198322,ACCEPT
Q_611E0380,Q_611E0380_E0005,Q_611E0380_N0005,Q_611E0380_N0007,4,6,276.9462042,279.530304,279.0283508,0.501953125,0.001812457139,0.001812457139,ACCEPT
Q_611E0380,Q_611E0380_E0006,Q_611E0380_N0006,Q_611E0380_N0007,5,6,5552.42082,467.1152039,279.0283508,188.086853,0.03387474745,0.03387474745,ACCEPT
Q_611E0380,Q_611E0380_E0007,Q_611E0380_N0007,Q_611E0380_N0008,6,7,1470.002361,279.0283508,269.2965088,9.731842041,0.006620290074,0.006620290074,ACCEPT
Q_611E0405,Q_611E0405_E0001,Q_611E0405_N0001,Q_611E0405_N0013,0,12,3244.234953,210.2530365,193.4982758,16.75476074,0.005164472051,0.005164472051,ACCEPT
Q_611E0405,Q_611E0405_E0004,Q_611E0405_N0002,Q_611E0405_N0011,1,10,9074.504468,291.4133606,216.2876129,75.12574768,0.008278771358,0.008278771358,ACCEPT
Q_611E0405,Q_611E0405_E0005,Q_611E0405_N0003,Q_611E0405_N0012,2,11,625.3342481,210.1718292,207.9273376,2.244491577,0.003589266994,0.003589266994,ACCEPT
Q_611E0405,Q_611E0405_E0007,Q_611E0405_N0004,Q_611E0405_N0008,3,7,4933.548861,455.3275452,310.2613525,145.0661926,0.02940402471,0.02940402471,ACCEPT
Q_611E0405,Q_611E0405_E0008,Q_611E0405_N0005,Q_611E0405_N0007,4,6,6236.690205,643.3474731,346.338562,297.0089111,0.04762284182,0.04762284182,ACCEPT
Q_611E0405,Q_611E0405_E0012,Q_611E0405_N0006,Q_611E0405_N0007,5,6,1308.902639,386.3414917,346.338562,40.00292969,0.0305621889,0.0305621889,ACCEPT
Q_611E0405,Q_611E0405_E0011,Q_611E0405_N0007,Q_611E0405_N0008,6,7,2059.03185,346.338562,310.2613525,36.07720947,0.01752144314,0.01752144314,ACCEPT
Q_611E0405,Q_611E0405_E0009,Q_611E0405_N0008,Q_611E0405_N0010,7,9,1132.730031,310.2613525,294.6756287,15.58572388,0.0137594338,0.0137594338,ACCEPT
Q_611E0405,Q_611E0405_E0013,Q_611E0405_N0009,Q_611E0405_N0010,8,9,4184.231359,449.1818542,294.6756287,154.5062256,0.03692583233,0.03692583233,ACCEPT
Q_611E0405,Q_611E0405_E0010,Q_611E0405_N0010,Q_611E0405_N0011,9,10,11271.84302,294.6756287,216.2876129,78.38801575,0.006954321099,0.006954321099,ACCEPT
Q_611E0405,Q_611E0405_E0006,Q_611E0405_N0011,Q_611E0405_N0012,10,11,1843.486702,216.2876129,207.9273376,8.360275269,0.004535034215,0.004535034215,ACCEPT
Q_611E0405,Q_611E0405_E0003,Q_611E0405_N0012,Q_611E0405_N0013,11,12,4451.478956,207.9273376,193.4982758,14.42906189,0.003241408537,0.003241408537,ACCEPT
Q_611E0405,Q_611E0405_E0002,Q_611E0405_N0013,Q_611E0405_N0014,12,13,3748.856826,193.4982758,187.3420715,6.156204224,0.001642155064,0.001642155064,ACCEPT
Q_611E1000,Q_611E1000_E0001,Q_611E1000_N0001,Q_611E1000_N0004,0,3,5136.79594,498.6956177,349.3240967,149.371521,0.02907873366,0.02907873366,ACCEPT
Q_611E1000,Q_611E1000_E0002,Q_611E1000_N0002,Q_611E1000_N0005,1,4,11289.28171,395.7885742,259,136.7885742,0.01211667649,0.01211667649,ACCEPT
Q_611E1000,Q_611E1000_E0003,Q_611E1000_N0003,Q_611E1000_N0004,2,3,581.0687081,355.6750488,349.3240967,6.350952148,0.01092977829,0.01092977829,ACCEPT
Q_611E1000,Q_611E1000_E0004,Q_611E1000_N0004,Q_611E1000_N0005,3,4,10931.7813,349.3240967,259,90.32409668,0.008262523205,0.008262523205,ACCEPT
Q_611E1000,Q_611E1000_E0005,Q_611E1000_N0005,Q_611E1000_N0007,4,6,4453.248299,259,213.6258698,45.37413025,0.01018899626,0.01018899626,ACCEPT
Q_611E1000,Q_611E1000_E0006,Q_611E1000_N0006,Q_611E1000_N0007,5,6,831.6737695,221.8710022,213.6258698,8.245132446,0.00991390224,0.00991390224,ACCEPT
Q_611E1000,Q_611E1000_E0007,Q_611E1000_N0007,Q_611E1000_N0009,6,8,3533.92036,213.6258698,205.1269684,8.498901367,0.002404949886,0.002404949886,ACCEPT
Q_611E1000,Q_611E1000_E0008,Q_611E1000_N0008,Q_611E1000_N0009,7,8,1702.988664,228.7501678,205.1269684,23.62319946,0.01387161287,0.01387161287,ACCEPT
Q_611E1000,Q_611E1000_E0009,Q_611E1000_N0009,Q_611E1000_N0010,8,9,1380.103301,205.1269684,201.9930267,3.13394165,0.002270802228,0.002270802228,ACCEPT
Q_611E1500,Q_611E1500_E0003,Q_611E1500_N0001,Q_611E1500_N0006,0,5,3378.492316,281.1587219,229.8410797,51.31764221,0.01518950982,0.01518950982,ACCEPT
Q_611E1500,Q_611E1500_E0005,Q_611E1500_N0002,Q_611E1500_N0008,1,7,558.4642438,243.5718994,241.4772339,2.094665527,0.003750760323,0.003750760323,ACCEPT
Q_611E1500,Q_611E1500_E0007,Q_611E1500_N0003,Q_611E1500_N0005,2,4,3773.699109,743.1712036,485.410675,257.7605286,0.06830447291,0.06830447291,ACCEPT
Q_611E1500,Q_611E1500_E0008,Q_611E1500_N0004,Q_611E1500_N0005,3,4,1976.130387,630.3624268,485.410675,144.9517517,0.07335130955,0.07335130955,ACCEPT
Q_611E1500,Q_611E1500_E0006,Q_611E1500_N0005,Q_611E1500_N0006,4,5,10611.15276,485.410675,229.8410797,255.5695953,0.02408499822,0.02408499822,ACCEPT
Q_611E1500,Q_611E1500_E0002,Q_611E1500_N0006,Q_611E1500_N0009,5,8,2926.017802,229.8410797,212.1757965,17.6652832,0.006037312279,0.006037312279,ACCEPT
Q_611E1500,Q_611E1500_E0009,Q_611E1500_N0007,Q_611E1500_N0008,6,7,4800.460947,374.881012,241.4772339,133.4037781,0.0277897851,0.0277897851,ACCEPT
Q_611E1500,Q_611E1500_E0004,Q_611E1500_N0008,Q_611E1500_N0009,7,8,6612.491442,241.4772339,212.1757965,29.30143738,0.004431224998,0.004431224998,ACCEPT
Q_611E1500,Q_611E1500_E0001,Q_611E1500_N0009,Q_611E1500_N0010,8,9,3037.885011,212.1757965,199.6773376,12.49845886,0.004114197482,0.004114197482,ACCEPT
Q_611E2185,Q_611E2185_E0001,Q_611E2185_N0001,Q_611E2185_N0003,0,2,3728.478925,274.0687561,223.0768127,50.99194336,0.01367633944,0.01367633944,ACCEPT
Q_611E2185,Q_611E2185_E0002,Q_611E2185_N0002,Q_611E2185_N0003,1,2,1242.558862,242.0918121,223.0768127,19.01499939,0.01530309748,0.01530309748,ACCEPT
Q_611E2185,Q_611E2185_E0003,Q_611E2185_N0003,Q_611E2185_N0008,2,7,10463.44467,223.0768127,163.6071014,59.4697113,0.005683569149,0.005683569149,ACCEPT
Q_611E2185,Q_611E2185_E0004,Q_611E2185_N0004,Q_611E2185_N0013,3,12,8991.512474,215.2546692,144.82547,70.42919922,0.007832853418,0.007832853418,ACCEPT
Q_611E2185,Q_611E2185_E0005,Q_611E2185_N0005,Q_611E2185_N0009,4,8,6636.942376,250.3372803,159.4809875,90.85629272,0.01368948042,0.01368948042,ACCEPT
Q_611E2185,Q_611E2185_E0006,Q_611E2185_N0006,Q_611E2185_N0010,5,9,2125.701875,179.0323792,154.845047,24.18733215,0.0113785157,0.0113785157,ACCEPT
Q_611E2185,Q_611E2185_E0009,Q_611E2185_N0007,Q_611E2185_N0008,6,7,831.8828413,170.5088196,163.6071014,6.90171814,0.00829650258,0.00829650258,ACCEPT
Q_611E2185,Q_611E2185_E0008,Q_611E2185_N0008,Q_611E2185_N0009,7,8,1424.98431,163.6071014,159.4809875,4.126113892,0.002895550403,0.002895550403,ACCEPT
Q_611E2185,Q_611E2185_E0007,Q_611E2185_N0009,Q_611E2185_N0010,8,9,3481.139601,159.4809875,154.845047,4.635940552,0.001331730721,0.001331730721,ACCEPT
Q_611E2185,Q_611E2185_E0010,Q_611E2185_N0010,Q_611E2185_N0012,9,11,205.3657869,154.845047,158.1483612,-3.303314209,-0.01608502691,1e-06,CLAMPED_TO_1E-6
Q_611E2185,Q_611E2185_E0013,Q_611E2185_N0011,Q_611E2185_N0012,10,11,3585.251174,201.6775513,158.1483612,43.52919006,0.01214118285,0.01214118285,ACCEPT
Q_611E2185,Q_611E2185_E0011,Q_611E2185_N0012,Q_611E2185_N0013,11,12,3058.931012,158.1483612,144.82547,13.32289124,0.004355407553,0.004355407553,ACCEPT
Q_611E2185,Q_611E2185_E0012,Q_611E2185_N0013,Q_611E2185_N0014,12,13,1868.10349,144.82547,138.3829803,6.442489624,0.003448679187,0.003448679187,ACCEPT
Q_611E2370,Q_611E2370_E0001,Q_611E2370_N0001,Q_611E2370_N0003,0,2,8731.751839,113.9792786,88.08145142,25.89782715,0.002965937148,0.002965937148,ACCEPT
Q_611E2370,Q_611E2370_E0002,Q_611E2370_N0002,Q_611E2370_N0003,1,2,1573.342602,91.10915375,88.08145142,3.027702332,0.001924375738,0.001924375738,ACCEPT
Q_611E2370,Q_611E2370_E0003,Q_611E2370_N0003,Q_611E2370_N0005,2,4,628.1258316,88.08145142,87.43896484,0.6424865723,0.00102286284,0.00102286284,ACCEPT
Q_611E2370,Q_611E2370_E0005,Q_611E2370_N0004,Q_611E2370_N0005,3,4,3572.407538,102.8280945,87.43896484,15.38912964,0.004307775491,0.004307775491,ACCEPT
Q_611E2370,Q_611E2370_E0004,Q_611E2370_N0005,Q_611E2370_N0008,4,7,5242.269623,87.43896484,77.08211517,10.35684967,0.00197564231,0.00197564231,ACCEPT
Q_611E2370,Q_611E2370_E0006,Q_611E2370_N0006,Q_611E2370_N0009,5,8,3364.264953,79.58803558,71.57185364,8.016181946,0.002382743945,0.002382743945,ACCEPT
Q_611E2370,Q_611E2370_E0009,Q_611E2370_N0007,Q_611E2370_N0008,6,7,2143.100124,82.57533264,77.08211517,5.493217468,0.002563210839,0.002563210839,ACCEPT
Q_611E2370,Q_611E2370_E0007,Q_611E2370_N0008,Q_611E2370_N0009,7,8,2347.132293,77.08211517,71.57185364,5.510261536,0.002347656991,0.002347656991,ACCEPT
Q_611E2370,Q_611E2370_E0008,Q_611E2370_N0009,Q_611E2370_N0010,8,9,3428.465992,71.57185364,77.01143646,-5.439582825,-0.001586593782,1e-06,CLAMPED_TO_1E-6
Q_611E2480,Q_611E2480_E0001,Q_611E2480_N0001,Q_611E2480_N0003,0,2,7810.405198,347.3196411,231.4101868,115.9094543,0.01484038938,0.01484038938,ACCEPT
Q_611E2480,Q_611E2480_E0002,Q_611E2480_N0002,Q_611E2480_N0003,1,2,1119.789697,257.4913635,231.4101868,26.08117676,0.02329113835,0.02329113835,ACCEPT
Q_611E2480,Q_611E2480_E0003,Q_611E2480_N0003,Q_611E2480_N0007,2,6,5077.998116,231.4101868,191.5549927,39.85519409,0.00784860356,0.00784860356,ACCEPT
Q_611E2480,Q_611E2480_E0004,Q_611E2480_N0004,Q_611E2480_N0009,3,8,8384.569831,255.7838898,159.3654938,96.418396,0.0114995042,0.0114995042,ACCEPT
Q_611E2480,Q_611E2480_E0005,Q_611E2480_N0005,Q_611E2480_N0008,4,7,1643.882182,208.6648712,181.0459747,27.61889648,0.01680101944,0.01680101944,ACCEPT
Q_611E2480,Q_611E2480_E0007,Q_611E2480_N0006,Q_611E2480_N0007,5,6,82.01735583,191.3191223,191.5549927,-0.2358703613,-0.002875859127,1e-06,CLAMPED_TO_1E-6
Q_611E2480,Q_611E2480_E0006,Q_611E2480_N0007,Q_611E2480_N0008,6,7,2559.6854,191.5549927,181.0459747,10.50901794,0.004105589673,0.004105589673,ACCEPT
Q_611E2480,Q_611E2480_E0008,Q_611E2480_N0008,Q_611E2480_N0009,7,8,5156.773726,181.0459747,159.3654938,21.68048096,0.004204272305,0.004204272305,ACCEPT
Q_611E2480,Q_611E2480_E0009,Q_611E2480_N0009,Q_611E2480_N0011,8,10,92.34829502,159.3654938,159.2509766,0.1145172119,0.001240057674,0.001240057674,ACCEPT
Q_611E2480,Q_611E2480_E0011,Q_611E2480_N0010,Q_611E2480_N0011,9,10,3031.482866,184.9445038,159.2509766,25.69352722,0.008475564057,0.008475564057,ACCEPT
Q_611E2480,Q_611E2480_E0010,Q_611E2480_N0011,Q_611E2480_N0012,10,11,2004.332093,159.2509766,153.4226379,5.828338623,0.002907870729,0.002907870729,ACCEPT
Q_611E2524,Q_611E2524_E0001,Q_611E2524_N0001,Q_611E2524_N0003,0,2,5295.514728,179.5,132.8615417,46.63845825,0.00880716241,0.00880716241,ACCEPT
Q_611E2524,Q_611E2524_E0002,Q_611E2524_N0002,Q_611E2524_N0003,1,2,4482.234581,157.2417145,132.8615417,24.38017273,0.005439289776,0.005439289776,ACCEPT
Q_611E2524,Q_611E2524_E0003,Q_611E2524_N0003,Q_611E2524_N0004,2,3,7433.192966,132.8615417,111.9329453,20.9285965,0.002815559423,0.002815559423,ACCEPT
Q_611E2550,Q_611E2550_E0002,Q_611E2550_N0001,Q_611E2550_N0003,0,2,3220.73812,74.11820221,60.38696671,13.7312355,0.004263381558,0.004263381558,ACCEPT
Q_611E2550,Q_611E2550_E0003,Q_611E2550_N0002,Q_611E2550_N0003,1,2,14367.53568,98.75299072,60.38696671,38.36602402,0.002670327387,0.002670327387,ACCEPT
Q_611E2550,Q_611E2550_E0001,Q_611E2550_N0003,Q_611E2550_N0004,2,3,1388.290649,60.38696671,57.85187149,2.535095215,0.001826055096,0.001826055096,ACCEPT
Q_611E2600,Q_611E2600_E0001,Q_611E2600_N0001,Q_611E2600_N0002,0,1,13388.91416,69.38179016,58.0957489,11.28604126,0.0008429392503,0.0008429392503,ACCEPT
Q_611E2620,Q_611E2620_E0001,Q_611E2620_N0001,Q_611E2620_N0003,0,2,7474.067291,49.25083542,41.25427628,7.996559143,0.001069907298,0.001069907298,ACCEPT
Q_611E2620,Q_611E2620_E0002,Q_611E2620_N0002,Q_611E2620_N0003,1,2,123.533935,41.59837341,41.25427628,0.3440971375,0.002785446261,0.002785446261,ACCEPT
Q_611E2620,Q_611E2620_E0003,Q_611E2620_N0003,Q_611E2620_N0004,2,3,1666.222431,41.25427628,39.05563736,2.198638916,0.00131953506,0.00131953506,ACCEPT
Q_611E2645,Q_611E2645_E0001,Q_611E2645_N0001,Q_611E2645_N0002,0,1,9654.353086,54.24258041,34.73633194,19.50624847,0.002020461475,0.002020461475,ACCEPT
Q_61205550,Q_61205550_E0001,Q_61205550_N0001,Q_61205550_N0003,0,2,10664.92308,248.6145935,121.5495224,127.0650711,0.01191429795,0.01191429795,ACCEPT
Q_61205550,Q_61205550_E0002,Q_61205550_N0002,Q_61205550_N0003,1,2,4509.794806,161.1814423,121.5495224,39.63191986,0.00878796521,0.00878796521,ACCEPT
Q_61205550,Q_61205550_E0003,Q_61205550_N0003,Q_61205550_N0004,2,3,2801.378009,121.5495224,114.4640961,7.085426331,0.002529264636,0.002529264636,ACCEPT
Q_612E1800,Q_612E1800_E0001,Q_612E1800_N0001,Q_612E1800_N0003,0,2,412.0202105,258.9324036,248.7199097,10.2124939,0.02478639066,0.02478639066,ACCEPT
Q_612E1800,Q_612E1800_E0003,Q_612E1800_N0002,Q_612E1800_N0003,1,2,8737.827602,332.0803223,248.7199097,83.3604126,0.009540175933,0.009540175933,ACCEPT
Q_612E1800,Q_612E1800_E0002,Q_612E1800_N0003,Q_612E1800_N0004,2,3,8880.003685,248.7199097,200.9445801,47.77532959,0.005380102451,0.005380102451,ACCEPT
Q_612E1810,Q_612E1810_E0001,Q_612E1810_N0001,Q_612E1810_N0002,0,1,10164.97247,350.5,196.9124603,153.5875397,0.015109489,0.015109489,ACCEPT
Q_612E1900,Q_612E1900_E0001,Q_612E1900_N0001,Q_612E1900_N0003,0,2,9049.327463,304,222.4007874,81.59921265,0.009017157681,0.009017157681,ACCEPT
Q_612E1900,Q_612E1900_E0002,Q_612E1900_N0002,Q_612E1900_N0003,1,2,3453.076562,230.004425,222.4007874,7.603637695,0.002201989316,0.002201989316,ACCEPT
Q_612E1900,Q_612E1900_E0003,Q_612E1900_N0003,Q_612E1900_N0007,2,6,5805.636305,222.4007874,204.1007385,18.30004883,0.003152117678,0.003152117678,ACCEPT
Q_612E1900,Q_612E1900_E0004,Q_612E1900_N0004,Q_612E1900_N0006,3,5,6619.784624,341.0840454,260.4207764,80.66326904,0.01218518028,0.01218518028,ACCEPT
Q_612E1900,Q_612E1900_E0006,Q_612E1900_N0005,Q_612E1900_N0006,4,5,5264.132334,301.9665222,260.4207764,41.54574585,0.007892230517,0.007892230517,ACCEPT
Q_612E1900,Q_612E1900_E0005,Q_612E1900_N0006,Q_612E1900_N0007,5,6,11613.07672,260.4207764,204.1007385,56.32003784,0.004849708581,0.004849708581,ACCEPT
Q_612E1950,Q_612E1950_E0002,Q_612E1950_N0001,Q_612E1950_N0005,0,4,2725.445641,240.1993103,214.9137421,25.28556824,0.00927759037,0.00927759037,ACCEPT
Q_612E1950,Q_612E1950_E0004,Q_612E1950_N0002,Q_612E1950_N0004,1,3,834.4333774,281.6984863,279.7774963,1.92098999,0.00230214903,0.00230214903,ACCEPT
Q_612E1950,Q_612E1950_E0005,Q_612E1950_N0003,Q_612E1950_N0004,2,3,5629.183189,346.2142334,279.7774963,66.43673706,0.01180219844,0.01180219844,ACCEPT
Q_612E1950,Q_612E1950_E0003,Q_612E1950_N0004,Q_612E1950_N0005,3,4,9873.476935,279.7774963,214.9137421,64.86375427,0.006569494688,0.006569494688,ACCEPT
Q_612E1950,Q_612E1950_E0001,Q_612E1950_N0005,Q_612E1950_N0006,4,5,1767.175848,214.9137421,209.304184,5.609558105,0.003174306684,0.003174306684,ACCEPT
Q_612E2390,Q_612E2390_E0001,Q_612E2390_N0001,Q_612E2390_N0003,0,2,8490.030241,464.0112305,301.5170288,162.4942017,0.01913941377,0.01913941377,ACCEPT
Q_612E2390,Q_612E2390_E0002,Q_612E2390_N0002,Q_612E2390_N0003,1,2,5420.941235,485.5693359,301.5170288,184.0523071,0.03395209414,0.03395209414,ACCEPT
Q_612E2390,Q_612E2390_E0003,Q_612E2390_N0003,Q_612E2390_N0007,2,6,1641.793854,301.5170288,275.0037231,26.51330566,0.01614898582,0.01614898582,ACCEPT
Q_612E2390,Q_612E2390_E0006,Q_612E2390_N0004,Q_612E2390_N0006,3,5,389.760121,376.5285339,390.425293,-13.89675903,-0.03565464573,1e-06,CLAMPED_TO_1E-6
Q_612E2390,Q_612E2390_E0007,Q_612E2390_N0005,Q_612E2390_N0006,4,5,2879.896558,454.2678223,390.425293,63.8425293,0.02216834112,0.02216834112,ACCEPT
Q_612E2390,Q_612E2390_E0005,Q_612E2390_N0006,Q_612E2390_N0007,5,6,6750.380977,390.425293,275.0037231,115.4215698,0.01709852677,0.01709852677,ACCEPT
Q_612E2390,Q_612E2390_E0004,Q_612E2390_N0007,Q_612E2390_N0008,6,7,5167.981362,275.0037231,249.0272369,25.97648621,0.005026427997,0.005026427997,ACCEPT
Q_612E2460,Q_612E2460_E0001,Q_612E2460_N0001,Q_612E2460_N0005,0,4,12175.78618,302.9167175,136.9663391,165.9503784,0.01362954112,0.01362954112,ACCEPT
Q_612E2460,Q_612E2460_E0002,Q_612E2460_N0002,Q_612E2460_N0004,1,3,8801.386849,302.7213135,156.4930725,146.228241,0.01661422722,0.01661422722,ACCEPT
Q_612E2460,Q_612E2460_E0003,Q_612E2460_N0003,Q_612E2460_N0004,2,3,583.7860031,153.0034332,156.4930725,-3.489639282,-0.005977600121,1e-06,CLAMPED_TO_1E-6
Q_612E2460,Q_612E2460_E0004,Q_612E2460_N0004,Q_612E2460_N0005,3,4,1652.800107,156.4930725,136.9663391,19.5267334,0.01181433454,0.01181433454,ACCEPT
Q_612E2460,Q_612E2460_E0005,Q_612E2460_N0005,Q_612E2460_N0007,4,6,2252.131912,136.9663391,112.6775894,24.28874969,0.01078478111,0.01078478111,ACCEPT
Q_612E2460,Q_612E2460_E0006,Q_612E2460_N0006,Q_612E2460_N0007,5,6,1597.715948,125.7024307,112.6775894,13.02484131,0.008152163295,0.008152163295,ACCEPT
Q_612E2460,Q_612E2460_E0007,Q_612E2460_N0007,Q_612E2460_N0008,6,7,3384.433172,112.6775894,100.6985931,11.97899628,0.003539439448,0.003539439448,ACCEPT
Q_612E2600,Q_612E2600_E0002,Q_612E2600_N0001,Q_612E2600_N0007,0,6,2762.632068,146.3228912,119.4812241,26.84166718,0.009715976112,0.009715976112,ACCEPT
Q_612E2600,Q_612E2600_E0004,Q_612E2600_N0002,Q_612E2600_N0006,1,5,3665.741108,210.1468353,142.527298,67.61953735,0.01844634833,0.01844634833,ACCEPT
Q_612E2600,Q_612E2600_E0006,Q_612E2600_N0003,Q_612E2600_N0005,2,4,3849.651844,361.5834351,288.5426941,73.04074097,0.01897333679,0.01897333679,ACCEPT
Q_612E2600,Q_612E2600_E0007,Q_612E2600_N0004,Q_612E2600_N0005,3,4,4209.224152,375.3786011,288.5426941,86.83590698,0.020629908,0.020629908,ACCEPT
Q_612E2600,Q_612E2600_E0005,Q_612E2600_N0005,Q_612E2600_N0006,4,5,19338.28828,288.5426941,142.527298,146.0153961,0.007550585348,0.007550585348,ACCEPT
Q_612E2600,Q_612E2600_E0003,Q_612E2600_N0006,Q_612E2600_N0007,5,6,6657.551166,142.527298,119.4812241,23.04607391,0.00346164428,0.00346164428,ACCEPT
